relation_product_id,"reference item id
상품 정보를 참조할 아이템 아이디.","team
",inven_sortingindex,name,level,sortorder,"ad type
1=new
2=hot
3=new+hot
4=event
5=event+new
6=event+hot
7=event+hot+new",ImageName,"main product(가격순서)
0=첫번째
1
2
3","BuyerType
0=개인
1=클랜
공백=값을 사용 안함 (값이 있을경우 최우선적용,item.csv에 없는 아이템일경우  값기입필수)",EnhancedLv,FabExtraItemID(제조비법있는 상품일경우),shop type
8572,8572,,,,,,,,,,,,
8571,8571,,,,,,,,,,,,
8570,8570,,,,,,,,,,,,
8569,8569,,,,,,,,,,,,
8568,8568,,,,,,,,,,,,
8567,8567,,,,,,,,,,,,
8566,8566,,,,,,,,,,,,
8565,8565,,,,,,,,,,,,
8564,8564,,,,,,,,,,,,
8563,8563,,,,,,,,,,,,
8562,8562,,,,,,,,,,,,
8561,8561,,,,,,,,,,,,
8560,8560,,,,,,,,,,,,
8559,8559,,,,,,,,,,,,
8558,8558,,,,,,,,,,,,
8557,8557,,,,,,,,,,,,
8556,8556,,,,,,,,,,,,
8555,8555,,,,,,,,,,,,
8554,8554,,,,,,,,,,,,
8553,8553,,,,,,,,,,,,
8552,8552,,,,,,,,,,,,
8551,8551,,,,,,,,,,,,
8550,8550,,,,,,,,,,,,
8549,8549,,,,,,,,,,,,
8548,8548,,,,,,,,,,,,
8547,8547,,,,,,,,,,,,
8546,8546,,,,,,,,,,,,
8545,8545,,,,,,,,,,,,
8544,8544,,,,,,,,,,,,
8543,8543,,,,,,,,,,,,
8542,8542,,,,,,,,,,,,
8541,8541,,,,,,,,,,,,
8540,8540,,,,,,,,,,,,
8539,8539,,,,,,,,,,,,
8538,8538,,,,,,,,,,,,
8537,8537,,,,,,,,,,,,
8536,8536,,,,,,,,,,,,
8535,8535,,,,,,,,,,,,
8534,8534,,,,,,,,,,,,
8533,8533,,,,,,,,,,,,
8532,8532,,,,,,,,,,,,
8531,8531,,,,,,,,,,,,
8530,8530,,,,,,,,,,,,
8529,8529,,,,,,,,,,,,
8528,8528,,,,,,,,,,,,
8527,8527,,,,,,,,,,,,
8526,8526,,,,,,,,,,,,
8525,8525,,,,,,,,,,,,
8524,8524,,,,,,,,,,,,
8523,8523,,,,,,,,,,,,
8520,8520,,,,,,,,,,,,
8519,8519,,,,,,,,,,,,
8518,8518,,,,,,,,,,,,
8517,8517,,,,,,,,,,,,
8516,8516,,,,,,,,,,,,
8515,8515,,,,,,,,,,,,
8514,8514,,,,,,,,,,,,
8513,8513,,,,,,,,,,,,
8512,8512,,,,,,,,,,,,
8511,8511,,,,,,,,,,,,
8510,8510,,,,,,,,,,,,
8509,8509,,,,,,,,,,,,
8508,8508,,,,,,,,,,,,
8507,8507,,,,,,,,,,,,
8506,8506,,,,,,,,,,,,
8505,8505,,,,,,,,,,,,
8504,8504,,,,,,,,,,,,
8503,8503,,,,,,,,,,,,
8502,8502,,,,,,,,,,,,
8501,8501,,,,,,,,,,,,
8500,8500,,,,,,,,,,,,
8499,8499,,,,,,,,,,,,
8498,8498,,,,,,,,,,,,
8497,8497,,,,,,,,,,,,
8496,8496,,,,,,,,,,,,
8495,8495,,,,,,,,,,,,
8494,8494,,,,,,,,,,,,
8493,8493,,,,,,,,,,,,
8492,8492,,,,,,,,,,,,
8491,8491,,,,,,,,,,,,
8490,8490,,,,,,,,,,,,
8489,8489,,,,,,,,,,,,
8488,8488,,,,,,,,,,,,
8487,8487,,,,,,,,,,,,
8486,8486,,,,,,,,,,,,
8485,8485,,,,,,,,,,,,
8484,8484,,,,,,,,,,,,
8483,8483,,,,,,,,,,,,
8482,8482,,,,,,,,,,,,
8481,8481,,,,,,,,,,,,
8480,8480,,,,,,,,,,,,
8479,8479,,,,,,,,,,,,
8478,8478,,,,,,,,,,,,
8477,8477,,,,,,,,,,,,
8476,8476,,,,,,,,,,,,
8475,8475,,,,,,,,,,,,
8474,8474,,,,,,,,,,,,
8473,8473,,,,,,,,,,,,
8472,8472,,,,,,,,,,,,
8471,8471,,,,,,,,,,,,
8470,8470,,,,,,,,,,,,
8469,8469,,,,,,,,,,,,
8468,8468,,,,,,,,,,,,
8467,8467,,,,,,,,,,,,
8466,8466,,,,,,,,,,,,
8465,8465,,,,,,,,,,,,
8464,8464,,,,,,,,,,,,
8463,8463,,,,,,,,,,,,
8462,8462,,,,,,,,,,,,
8461,8461,,,,,,,,,,,,
8460,8460,,,,,,,,,,,,
8459,8459,,,,,,,,,,,,
8458,8458,,,,,,,,,,,,
8457,8457,,,,,,,,,,,,
8456,8456,,,,,,,,,,,,
8455,8455,,,,,,,,,,,,
8454,8454,,,,,,,,,,,,
8453,8453,,,,,,,,,,,,
8452,8452,,,,,,,,,,,,
8451,8451,,,,,,,,,,,,
8450,8450,,,,,,,,,,,,
8449,8449,,,,,,,,,,,,
8448,8448,,,,,,,,,,,,
8447,8447,,,,,,,,,,,,
8446,8446,,,,,,,,,,,,
8445,8445,,,,,,,,,,,,
8444,8444,,,,,,,,,,,,
8443,8443,,,,,,,,,,,,
8442,8442,,,,,,,,,,,,
8441,8441,,,,,,,,,,,,
8440,8440,,,,,,,,,,,,
8439,8439,,,,,,,,,,,,
8438,8438,,,,,,,,,,,,
8437,8437,,,,,,,,,,,,
8436,8436,,,,,,,,,,,,
8435,8435,,,,,,,,,,,,
8434,8434,,,,,,,,,,,,
8433,8433,,,,,,,,,,,,
8432,8432,,,,,,,,,,,,
8431,8431,,,,,,,,,,,,
8430,8430,,,,,,,,,,,,
8429,8429,,,,,,,,,,,,
8428,8428,,,,,,,,,,,,
8427,8427,,,,,,,,,,,,
8426,8426,,,,,,,,,,,,
8425,8425,,,,,,,,,,,,
8424,8424,,,,,,,,,,,,
8423,8423,,,,,,,,,,,,
8422,8422,,,,,,,,,,,,
8421,8421,,,,,,,,,,,,
8420,8420,,,,,,,,,,,,
8419,8419,,,,,,,,,,,,
8418,8418,,,,,,,,,,,,
8417,8417,,,,,,,,,,,,
8416,8416,,,,,,,,,,,,
8415,8415,,,,,,,,,,,,
8414,8414,,,,,,,,,,,,
8413,8413,,,,,,,,,,,,
8412,8412,,,,,,,,,,,,
8411,8411,,,,,,,,,,,,
8410,8410,,,,,,,,,,,,
8409,8409,,,,,,,,,,,,
8408,8408,,,,,,,,,,,,
8407,8407,,,,,,,,,,,,
8406,8406,,,,,,,,,,,,
8405,8405,,,,,,,,,,,,
8404,8404,,,,,,,,,,,,
8403,8403,,,,,,,,,,,,
8402,8402,,,,,,,,,,,,
8401,8401,,,,,,,,,,,,
8400,8400,,,,,,,,,,,,
8399,8399,,,,,,,,,,,,
8398,8398,,,,,,,,,,,,
8397,8397,,,,,,,,,,,,
8396,8396,,,,,,,,,,,,
8395,8395,,,,,,,,,,,,
8394,8394,,,,,,,,,,,,
8393,8393,,,,,,,,,,,,
8392,8392,,,,,,,,,,,,
8391,8391,,,,,,,,,,,,
8390,8390,,,,,,,,,,,,
8389,8389,,,,,,,,,,,,
8388,8388,,,,,,,,,,,,
8387,8387,,,,,,,,,,,,
8386,8386,,,,,,,,,,,,
8385,8385,,,,,,,,,,,,
8384,8384,,,,,,,,,,,,
8383,8383,,,,,,,,,,,,
8382,8382,,,,,,,,,,,,
8381,8381,,,,,,,,,,,,
8380,8380,,,,,,,,,,,,
8379,8379,,,,,,,,,,,,
8378,8378,,,,,,,,,,,,
8377,8377,,,,,10010,,,,,,,
8376,8376,,,,,10009,,,,,,,
8375,8375,,,,,10008,,,,,,,
8374,8374,,,,,,,,,,,,
8373,8373,,,,,,,,,,,,
8372,8372,,,,,,,,,,,,
8371,8371,,,,,,,,,,,,
8370,8370,,,,,,,,,,,,
8369,8369,,,,,,,,,,,,
8368,8368,,,,,,,,,,,,
8367,8367,,,,,,,,,,,,
8366,8366,,,,,,,,,,,,
8365,8365,,,,,,,,,,,,
8364,8364,,,,,,,,,,,,
8363,8363,,,,,,,,,,,,
8362,8362,,,,,,,,,,,,
8361,8361,,,,,,,,,,,,
8360,8360,,,,,,,,,,,,
8359,8359,,,,,,,,,,,,
8358,8358,,,,,,,,,,,,
8357,8357,,,,,10011,,,,,,,
8356,8356,,,,,,,,,,,,
8355,8355,,,,,,,,,,,,
8354,8354,,,,,,,,,,,,
8353,8353,,,,,,,,,,,,
8352,8352,,,,,,,,,,,,
8351,8351,,,,,,,,,,,,
8350,8350,,,,,,,,,,,,
8349,8349,,,,,,,,,,,,
8348,8348,,,,,,,,,,,,
8347,8347,,,,,,,,,,,,
8346,8346,,,,,,,,,,,,
8345,8345,,,,,,,,,,,,
8344,8344,,,,,,,,,,,,
8343,8343,,,,,,,,,,,,
8342,8342,,,,,,,,,,,,
8341,8341,,,,,,,,,,,,
8340,8340,,,,,,,,,,,,
8339,8339,,,,,,,,,,,,
8338,8338,,,,,,,,,,,,
8337,8337,,,,,,,,,,,,
8336,8336,,,,,,,,,,,,
8335,8335,,,,,,,,,,,,
8334,8334,,,,,,,,,,,,
8333,8333,,,,,,,,,,,,
8332,8332,,,,,,,,,,,,
8331,8331,,,,,,,,,,,,
8330,8330,,,,,,,,,,,,
8329,8329,,,,,,,,,,,,
8328,8328,,,,,,,,,,,,
8327,8327,,,,,,,,,,,,
8326,8326,,,,,10006,,,,,,,
8325,8325,,,,,10005,,,,,,,
8324,8324,,,,,10004,,,,,,,
8323,8323,,,,,,,,,,,,
8322,8322,,,,,,,,,,,,
8321,8321,,,,,,,,,,,,
8320,8320,,,,,,,,,,,,
8319,8319,,,,,,,,,,,,
8318,8318,,,,,,,,,,,,
8317,8317,,,,,,,,,,,,
8316,8316,,,,,,,,,,,,
8315,8315,,,,,,,,,,,,
8314,8314,,,,,,,,,,,,
8313,8313,,,,,,,,,,,,
8312,8312,,,,,10013,,,,,,,
8311,8311,,,,,10012,3,,,,,,
8310,8310,,,,,,,,,,,,
8309,8309,,,,,10015,,,,,,,
8308,8308,,,,,10014,,,,,,,
8307,8307,,,,,,,,,,,,
8306,8306,,,,,,,,,,,,
8305,8305,,,,,,,,,,,,
8304,8304,,,,,,,,,,,,
8303,8303,,,,,,,,,,,,
8302,8302,,,,,,,,,,,,
8301,8301,,,,,,,,,,,,
8300,8300,,,,,,,,,,,,
8299,8299,,,,,,,,,,,,
8298,8298,,,,,,,,,,,,
8297,8297,,,,,,,,,,,,
8296,8296,,,,,,,,,,,,
8295,8295,,,,,,,,,,,,
8294,8294,,,,,,,,,,,,
8293,8293,,,,,,,,,,,,
8292,8292,,,,,10016,,,,,,,
8291,8291,,,,,,,,,,,,
8290,8290,,,,,,,,,,,,
8289,8289,,,,,,,,,,,,
8288,8288,,,,,,,,,,,,
8287,8287,,,,,,,,,,,,
8286,8286,,,,,,,,,,,,
8285,8285,,,,,,,,,,,,
8284,8284,,,,,,,,,,,,
8283,8283,,,,,,,,,,,,
8282,8282,,,,,,,,,,,,
8281,8281,,,,,,,,,,,,
8280,8280,,,,,,,,,,,,
8279,8279,,,,,,,,,,,,
8278,8278,,,,,,,,,,,,
8277,8277,,,,,,,,,,,,
8276,8276,,,,,,,,,,,,
8275,8275,,,,,,,,,,,,
8274,8274,,,,,,,,,,,,
8273,8273,,,,,,,,,,,,
8272,8272,,,,,,,,,,,,
8271,8271,,,,,,,,,,,,
8270,8270,,,,,,,,,,,,
8269,8269,,,,,,,,,,,,
8268,8268,,,,,,,,,,,,
8267,8267,,,,,,,,,,,,
8266,8266,,,,,,,,,,,,
8265,8265,,,,,,,,,,,,
8264,8264,,,,,,,,,,,,
8263,8263,,,,,,,,,,,,
8262,8262,,,,,,,,,,,,
8261,8261,,,,,,,,,,,,
8260,8260,,,,,,,,,,,,
8259,8259,,,,,,,,,,,,
8258,8258,,,,,,,,,,,,
8257,8257,,,,,,,,,,,,
8256,8256,,,,,,,,,,,,
8255,8255,,,,,,,,,,,,
8254,8254,,,,,,,,,,,,
8253,8253,,,,,,,,,,,,
8252,8252,,,,,,,,,,,,
8251,8251,,,,,,,,,,,,
8250,8250,,,,,,,,,,,,
8249,8249,,,,,,,,,,,,
8248,8248,,,,,,,,,,,,
8247,8247,,,,,,,,,,,,
8246,8246,,,,,,,,,,,,
8245,8245,,,,,,,,,,,,
8244,8244,,,,,,,,,,,,
8243,8243,,,,,,,,,,,,
8242,8242,,,,,,,,,,,,
8241,8241,,,,,,,,,,,,
8240,8240,,,,,,,,,,,,
8239,8239,,,,,,,,,,,,
8238,8238,,,,,,,,,,,,
8237,8237,,,,,,,,,,,,
8236,8236,,,,,,,,,,,,
8235,8235,,,,,,,,,,,,
8234,8234,,,,,,,,,,,,
8233,8233,,,,,,,,,,,,
8232,8232,,,,,,,,,,,,
8231,8231,,,,,,,,,,,,
8230,8230,,,,,,,,,,,,
8229,8229,,,,,,,,,,,,
8228,8228,,,,,,,,,,,,
8227,8227,,,,,,,,,,,,
8226,8226,,,,,,,,,,,,
8225,8225,,,,,,,,,,,,
8224,8224,,,,,,,,,,,,
8223,8223,,,,,,,,,,,,
8222,8222,,,,,,,,,,,,
8221,8221,,,,,,,,,,,,
8220,8220,,,,,,,,,,,,
8219,8219,,,,,,,,,,,,
8218,8218,,,,,,,,,,,,
8217,8217,,,,,,,,,,,,
8216,8216,,,,,,,,,,,,
8215,8215,,,,,,,,,,,,
8214,8214,,,,,,,,,,,,
8213,8213,,,,,,,,,,,,
8212,8212,,,,,,,,,,,,
8211,8211,,,,,,,,,,,,
8210,8210,,,,,,,,,,,,
8209,8209,,,,,,,,,,,,
8308,8308,,,,,,,,,,,,
8196,8196,,,,,,,,,,,,
8195,8195,,,,,,,,,,,,
8193,8193,,,,,,,,,,,,
8167,8167,,,,,,,,,,,,
8166,8166,,,,,,,,,,,,
8165,8165,,,,,,,,,,,,
8164,8164,,,,,,,,,,,,
8163,8163,,,,,,,,,,,,
8162,8162,,,,,,,,,,,,
8161,8161,,,,,,,,,,,,
8160,8160,,,,,,,,,,,,
8159,8159,,,,,,,,,,,,
8158,8158,,,,,,,,,,,,
8157,8157,,,,,,,,,,,,
8156,8156,,,,,,,,,,,,
8155,8155,,,,,,,,,,,,
8154,8154,,,,,,,,,,,,
8153,8153,,,,,,,,,,,,
8152,8152,,,,,,,,,,,,
8151,8151,,,,,,,,,,,,
8150,8150,,,,,,,,,,,,
8149,8149,,,,,,,,,,,,
8148,8148,,,,,,,,,,,,
8147,8147,,,,,,,,,,,,
8146,8146,,,,,,,,,,,,
8145,8145,,,,,,,,,,,,
8144,8144,,,,,,,,,,,,
8143,8143,,,,,,,,,,,,
8137,8137,,,,,,,,,,,,
8136,8136,,,,,,,,,,,,
8135,8135,,,,,,,,,,,,
8134,8134,,,,,,,,,,,,
8133,8133,,,,,,,,,,,,
8132,8132,,,,,2016,,,,,,,
8129,8129,,,,,,,,,,,,
8128,8128,,,,,,,,,,,,
8123,8123,,,,,,,,,,,,
8119,8119,,,,,2013,,,,,,,
8118,8118,,,,,2015,,,,,,,
8117,8117,,,,,,,,,,,,
8114,8114,,,,,,,,,,,,
8113,8113,,,,,,,,,,,,
8112,8112,,,,,,,,,,,,
8111,8111,,,,,,,,,,,,
8110,8110,,,,,,,,,,,,
8109,8109,,,,,,,,,,,,
8108,8108,,,,,,,,,,,,
8107,8107,,,,,,,,,,,,
8105,8105,,,,,,,,,,,,
8104,8104,,,,,,,,,,,,
8103,8103,,,,,,,,,,,,
8102,8102,,,,,,,,,,,,
8101,8101,,,,,,,,,,,,
8100,8100,,,,,,,,,,,,
8097,8097,,,,,,,,,,,,
8094,8094,,,,,,,,,,,,
8093,8093,,,,,,,,,,,,
8091,8091,,,,,,,,,,,,
8090,8090,,,,,,,,,,,,
8089,8089,,,,,,,,,,,,
8088,8088,,,,,,,,,,,,
8087,8087,,,,,,,,,,,,
8086,8086,,,,,2001,,,,,,,
8085,8085,,,,,,,,,,,,
8084,8084,,,,,,,,,,,,
8078,8078,,,,,,,,,,,,
8077,8077,,,,,,,,,,,,
8076,8076,,,,,,,,,,,,
8075,8075,,,,,,,,,,,,
8074,8074,,,,,,,,,,,,
8073,8073,,,,,,,,,,,,
8070,8070,,,,,,,,,,,,
8069,8069,,,,,,,,,,,,
8068,8068,,,,,,,,,,,,
8067,8067,,,,,,,,,,,,
8066,8066,,,,,,,,,,,,
8065,8065,,,,,,,,,,,,
8064,8064,,,,,,,,,,,,
8063,8063,,,,,,,,,,,,
8062,8062,,,,,,,,,,,,
8061,8061,,,,,,,,,,,,
8060,8060,,,,,,,,,,,,
8059,8059,,,,,,,,,,,,
8058,8058,,,,,,,,,,,,
8057,8057,,,,,,,,,,,,
8056,8056,,,,,,,,,,,,
8054,8054,,,,,,,,,,,,
8053,8053,,,,,,,,,,,,
8052,8052,,,,,,,,,,,,
8051,8051,,,,,,,,,,,,
8050,8050,,,,,,,,,,,,
8049,8049,,,,,2029,,,,,,,
8048,8048,,,,,,,,,,,,
8047,8047,,,,,,,,,,,,
8046,8046,,,,,,,,,,,,
8045,8045,,,,,,,,,,,,
8044,8044,,,,,,,,,,,,
8043,8043,,,,,,,,,,,,
8041,8041,,,,,,,,,,,,
8033,8033,,,,,,,,,,,,
8032,8032,,,,,,,,,,,,
8031,8031,,,,,,,,,,,,
8030,8030,,,,,,,,,,,,
8029,8029,,,,,,,,,,,,
8028,8028,,,,,,,,,,,,
8027,8027,,,,,,,,,,,,
8026,8026,,,,,,,,,,,,
8025,8025,,,,,,,,,,,,
8024,8024,,,,,,,,,,,,
8023,8023,,,,,,,,,,,,
8022,8022,,,,,,,,,,,,
8021,8021,,,,,,,,,,,,
8020,8020,,,,,,,,,,,,
8019,8019,,,,,,,,,,,,
8018,8018,,,,,,,,,,,,
8017,8017,,,,,,,,,,,,
8016,8016,,,,,,,,,,,,
8015,8015,,,,,,,,,,,,
8014,8014,,,,,,,,,,,,
8013,8013,,,,,,,,,,,,
8012,8012,,,,,,,,,,,,
8011,8011,,,,,,,,,,,,
8010,8010,,,,,,,,,,,,
8009,8009,,,,,,,,,,,,
8008,8008,,,,,,,,,,,,
8007,8007,,,,,,,,,,,,
8006,8006,,,,,9005,,,,,,,
8005,8005,,,,,9003,,,,,,,
8004,8004,,,,,9001,,,,,,,
8003,8003,,,,,9004,,,,,,,
8002,8002,,,,,9002,,,,,,,
8001,8001,,,,,9006,,,,,,,
7235,7235,,4100,,,,,,,,,,
7234,7234,,4100,,,,,,,,,,
7233,7233,,4100,,,,,,,,,,
7232,7232,,4100,,,,,,,,,,
7231,7231,,,,,,,,,,,,
7230,7230,,,,,,,,,,,,
7229,7229,,,,,,,,,,,,
7228,7228,,,,,,,,,,,,
7227,7227,,,,,,,,,,,,
7226,7226,,,,,,,,,,,,
7225,7225,,,,,,,,,,,,
7224,7224,,,,,,,,,,,,
7223,7223,,,,,,,,,,,,
7222,7222,,,,,,,,,,,,
7221,7221,,,,,,,,,,,,
7220,7220,,,,,,,,,,,,
7219,7219,,,,,,,,,,,,
7218,7218,,,,,,,,,,,,
7217,7217,,,,,,,,,,,,
7216,7216,,,,,,,,,,,,
7215,7215,,,,,,,,,,,,
7214,7214,,4100,,,,,,,,,,
7213,7213,,4100,,,,,,,,,,
7212,7212,,4100,,,,,,,,,,
7211,7211,,,,,,,,,,,,
7210,7210,,,,,,,,,,,,
7209,7209,,,,,,,,,,,,
7208,7208,,,,,,,,,,,,
7206,7206,,,,,,,,,,,,
7205,7205,,,,,,,,,,,,
7204,7204,,,,,,,,,,,,
7203,7203,,,,,,,,,,,,
7201,7201,,,,,,,,,,,,
7200,7200,,,,,,,,,,,,
7104,7104,,,,,,,,,,,,
7103,7103,,,,,,,,,,,,
7102,7102,,,,,,,,,,,,
7100,7100,,,,,,,,,,,,
7099,7099,,,,,,,,,,,,
7098,7098,,,,,,,,,,,,
7097,7097,,,,,,,,,,,,
7095,7095,,,,,,,,,,,,
7091,7091,,,,,,,,,,,,
7089,7089,,,,,,,,,,,,
7088,7088,,,,,,,,,,,,
7087,7087,,,,,,,,,,,,
7085,7085,,,,,,,,,,,,
7084,7084,,,,,,,,,,,,
7079,7079,,,,,,,,,,,,
7076,7076,,,,,,,,,,,,
7072,7072,,,,,,,,,,,,
7071,7071,,,,,,,,,,,,
7070,7070,,,,,,,,,,,,
7069,7069,,,,,,,,,,,,
7068,7068,,,,,,,,,,,,
7067,7067,,,,,,,,,,,,
7063,7063,,,,,,,,,,,,
7062,7062,,,,,,,,,,,,
7060,7060,,,,,,,,,,,,
7059,7059,,,,,,,,,,,,
7058,7058,,,,,,,,,,,,
7057,7057,,,,,,,,,,,,
7056,7056,,,,,,,,,,,,
7055,7055,,,,,,,,,,,,
7054,7054,,,,,,,,,,,,
7053,7053,,,,,,,,,,,,
7051,7051,,,,,,,,,,,,
7050,7050,,,,,,,,,,,,
7047,7047,,,,,,,,,,,,
7045,7045,,,,,,,,,,,,
7044,7044,,,,,,,,,,,,
7040,7040,,,,,,,,,,,,
7030,7030,,,,,,,,,,,,
7029,7029,,,,,,,,,,,,
7028,7028,,,,,,,,,,,,
7027,7027,,,,,,,,,,,,
7025,7025,,,,,,,,,,,,
7024,7024,,,,,,,,,,,,
7021,7021,,,,,,,,,,,,
7014,7014,,,,,,,,,,,,
7010,7010,,,,,,,,,,,,
7006,7006,,,,,,,,,,,,
7005,7005,,,,,,,,,,,,
7004,7004,,,,,,,,,,,,
7003,7003,,,,,,,,,,,,
7002,7002,,,,,,,,,,,,
7001,7001,,,,,,,,,,,,
6162,6162,,,,,,,,,,,,
6161,6161,,,,,,,,,,,,
6160,6160,,,,,,,,,,,,
6159,6159,,,,,,,,,,,,
6158,6158,,,,,,,,,,,,
6157,6157,,,,,,,,,,,,
6156,6156,,,,,,,,,,,,
6155,6155,,,,,,,,,,,,
6154,6154,,,,,,,,,,,,
6153,6153,,,,,,,,,,,,
6152,6152,,,,,,,,,,,,
6151,6151,,,,,,,,,,,,
6150,6150,,,,,,,,,,,,
6149,6149,,,,,,,,,,,,
6148,6148,,,,,,,,,,,,
6147,6147,,,,,,,,,,,,
6146,6146,,,,,,,,,,,,
6145,6145,,,,,,,,,,,,
6144,6144,,,,,,,,,,,,
6143,6143,,,,,,,,,,,,
6142,6142,,,,,,,,,,,,
6141,6141,,,,,,,,,,,,
6140,6140,,,,,,,,,,,,
6139,6139,,,,,,,,,,,,
6138,6138,,,,,,,,,,,,
6137,6137,,,,,,,,,,,,
6136,6136,,,,,,,,,,,,
6135,6135,,,,,,,,,,,,
6134,6134,,,,,,,,,,,,
6133,6133,,,,,,,,,,,,
6132,6132,,,,,,,,,,,,
6131,6131,,,,,,,,,,,,
6130,6130,,,,,,,,,,,,
6129,6129,,,,,,,,,,,,
6128,6128,,,,,,,,,,,,
6127,6127,,,,,,,,,,,,
6126,6126,,,,,,,,,,,,
6125,6125,,,,,,,,,,,,
6124,6124,,,,,,,,,,,,
6123,6123,,,,,,,,,,,,
6122,6122,,,,,,,,,,,,
6121,6121,,,,,,,,,,,,
6120,6120,,,,,,,,,,,,
6119,6119,,,,,,,,,,,,
6118,6118,,,,,,,,,,,,
6117,6117,,,,,,,,,,,,
6116,6116,,,,,,,,,,,,
6115,6115,,,,,,,,,,,,
6114,6114,,,,,,,,,,,,
6113,6113,,,,,,,,,,,,
6112,6112,,,,,,,,,,,,
6111,6111,,,,,,,,,,,,
6110,6110,,,,,,,,,,,,
6109,6109,,,,,,,,,,,,
6108,6108,,,,,,,,,,,,
6107,6107,,,,,,,,,,,,
6106,6106,,,,,,,,,,,,
6105,6105,,,,,,,,,,,,
6104,6104,,,,,,,,,,,,
6103,6103,,,,,,,,,,,,
6102,6102,,,,,,,,,,,,
6101,6101,,,,,,,,,,,,
6100,6100,,,,,,,,,,,,
5902,5902,,,,,,,,,,,,
5901,5901,,,,,,,,,,,,
5900,5900,,,,,,,,,,,,
5302,5302,,,mileagegift,,10007,,MileageGift,,,,,
5301,5301,0,,,0,,,,,,,,
5262,5262,,,,,,,,,,,,
5261,5261,,,,,,,,,,,,
5260,5260,,,,,,,,,,,,
5259,5259,,,,,,,,,,,,
5258,5258,,,,,,,,,,,,
5257,5257,,,,,,,,,,,,
5256,5256,,,,,,,,,,,,
5255,5255,,,,,,,,,,,,
5254,5254,,,,,,,,,,,,
5253,5253,,,,,,,,,,,,
5252,5252,,,,,,,,,,,,
5251,5251,,,,,,,,,,,,
5250,5250,,,EnhAnti1grade,,,,EnhAnti1grade,,,,,
5248,5248,,,,,,,,,,,,
5247,5247,,,,,,,,,,,,
5243,5243,,,,,,,,,,,,
5242,5242,,,,,,,,,,,,
5241,5241,,,,,,,,,,,,
5240,5240,,,,,,,,,,,,
5239,5239,,,,,,,,,,,,
5238,5238,,,,,,,,,,,,
5236,5236,,,,,,,,,,,,
5234,5234,,,,,,,,,,,,
5233,5233,,,,,,,,,,,,
5232,5232,,,,,,,,,,,,
5231,5231,,,,,,,,,,,,
5230,5230,,,,,,,,,,,,
5229,5229,,,,,,,,,,,,
5228,5228,,,,,,,,,,,,
5227,5227,,,,,,,,,,,,
5226,5226,,,,,,,,,,,,
5225,5225,,,,,,,,,,,,
5224,5224,,,,,,,,,,,,
5223,5223,,,,,,,,,,,,
5222,5222,,,,,,,,,,,,
5221,5221,,,,,,,,,,,,
5220,5220,,,,,,,,,,,,
5219,5219,,,,,,,,,,,,
5218,5218,,,,,,,,,,,,
5205,5205,,,,,109,2,,0,,,,
5204,5204,0,,,0,113,2,,,,,,
5203,5203,,,EnhNor,,116,,,,,,,
5202,5202,,,,,,,,0,,,,
5201,5201,,,,,,,,0,,,,
5106,5106,,,,,,,,0,,,,
5057,5057,,,,,,,,0,,,,
5045,5045,,,,,,,,,,,,
5039,5039,,,,,,,,,,,,
5033,5033,,,,,,,,,,,,
5027,5027,,,,,,,,,,,,
5021,5021,,,,,,,,,,,,
5015,5015,,,,,,,,,,,,
5014,5014,,,,,,,,,,,,
5013,5013,,,,,,,,,,,,
5012,5012,,,,,,,,,,,,
5011,5011,,,,,,,,,,,,
5010,5010,,,,,,,,,,,,
5009,5009,,,,,,,,,,,,
5008,5008,,,,,,,,,,,,
5007,5007,,,,,,,,,,,,
5006,5006,,,,,,,,,,,,
5005,5005,,,,,,,,,,,,
5004,5004,,,,,,,,,,,,
5003,5003,,,,,,,,,,,,
5002,5002,,,,,,,,,,,,
5001,5001,,,,,,,,,,,,
4618,4618,,,,,,,,,,,,
4617,4617,,,,,,,,,,,,
4616,4616,,,,,,,,,,,,
4615,4615,,,,,,,,,,,,
4614,4614,,,,,,,,,,,,
4613,4613,,,,,,,,,,,,
4612,4612,,,,,,,,,,,,
4611,4611,,,,,,,,,,,,
4610,4610,,,,,,,,,,,,
4609,4609,,,,,,,,,,,,
4608,4608,,,,,,,,,,,,
4607,4607,,,,,,,,,,,,
4606,4606,,,,,,,,,,,,
4605,4605,,,,,,,,,,,,
4604,4604,,,,,,,,,,,,
4603,4603,,,,,,,,,,,,
4602,4602,,,,,,,,,,,,
4601,4601,,,,,,,,,,,,
4095,4095,,,,,,,,,,,,
4094,4094,,,,,,,,,,,,
4093,4093,,,,,,,,,,,,
4092,4092,,,,,,,,,,,,
4091,4091,,,,,,,,,,,,
4090,4090,,,,,,,,,,,,
4089,4089,,,,,,,,,,,,
4088,4088,,,,,,,,,,,,
4087,4087,,,,,,,,,,,,
4086,4086,,,,,,,,,,,,
4085,4085,,,,,,,,,,,,
4084,4084,,,,,,,,,,,,
4083,4083,,,,,,,,,,,,
4082,4082,,,,,,,,,,,,
4081,4081,,,,,,,,,,,,
4080,4080,,,,,,,,,,,,
4079,4079,,,,,,,,,,,,
4078,4078,,,,,,,,,,,,
4077,4077,,,,,,,,,,,,
4076,4076,,,,,,,,,,,,
4075,4075,,,,,,,,,,,,
4074,4074,,,,,,,,,,,,
4073,4073,,,,,,,,,,,,
4072,4072,,,,,,,,,,,,
